datapath   port   port-speed(B/s)
07          2        2624.3
07          3        2564.6
07          4        1371.8
07          5          59.6

08          1        2624.3
08          2        1371.8

datapath   port   port-speed(B/s)
01          1        8196.2
01          2          59.8
01          3        5647.1
01          4        2381.5
01          5        1879.5
01          6        2566.7

02          1        5647.1
02          2        5521.4

03          1        5515.9
03          2        4449.2

04          1        1879.5
04          2        1879.5

05          1        1881.4
05          2        1375.9

06          1        1375.9
06          2        2506.5

07          1        4444.8
07          2        2441.8
07          3        2501.5
07          4        1188.1
07          5          59.7

08          1        2561.6
08          2        1186.9

datapath   port   port-speed(B/s)
01          1        7994.1
01          2           0.0
01          3        5710.1
01          4        2665.7
01          5        1982.2
01          6        2603.6

02          1        5710.1
02          2        5772.2

03          1        5777.9
03          2        4412.6

04          1        1984.2
04          2        1984.2

05          1        1984.2
05          2        1303.1

06          1        1303.1
06          2        2606.1

07          1        4412.6
07          2        2606.1
07          3        2606.1
07          4        1362.3
07          5          59.2

08          1        2616.5
08          2        1367.7

datapath   port   port-speed(B/s)
01          1        8174.2
01          2          60.1
01          3        5672.7
01          4        2516.5
01          5        1885.9
01          6        2642.6

02          1        5672.7
02          2        5732.7

03          1        5732.7
03          2        4471.5

04          1        1885.9
04          2        1948.9

05          1        1948.9
05          2        1381.4

06          1        1381.4
06          2        2519.5

07          1        4476.0
07          2        2519.0
07          3        2522.0
07          4        1322.6
07          5          60.1

08          1        2634.7
08          2        1317.4

datapath   port   port-speed(B/s)
01          1        8259.0
01          2          59.7
01          3        5573.1
01          4        2629.5
01          5        2002.0
01          6        2507.0

02          1        5573.1
02          2        5638.8

03          1        5638.8
03          2        4322.4

04          1        2000.0
04          2        1937.3

05          1        1935.4
05          2        1309.1

06          1        1309.1
06          2        2624.3

07          1        4322.4
07          2        2626.9
07          3        2626.9
07          4        1373.1
07          5           0.0

08          1        2507.0
08          2        1374.5

datapath   port   port-speed(B/s)
01          1        8267.2
01          2          59.9
01          3        5718.6
01          4        2572.3
01          5        1944.2
01          6        2569.3

02          1        5718.6
